vin,car_model,car_mk,car_model_yyyy,color,created_at,num
3D73M4HL3BG728522,Focus,Ford,,,2021-05-12 22:07:12,47.149
1FMJK1HT2FE414856,Sedona,Kia,2008,Indigo,2021-12-02 22:04:54,69.161
2T2BK1BAXDC542390,Caprice Classic,Chevrolet,1994,Mauv,2021-04-29 06:24:23,35.248
3GYFNDE38DS760112,Ram 2500,Dodge,2002,Fuscia,2021-05-21 05:36:35,87.708
WAUEFAFL5CA704699,XC70,Volvo,2003,Maroon,2021-12-31 11:06:19,77.197
4F2CY0C73BK927547,RAV4,Toyota,2011,Aquamarine,2021-05-23 10:07:16,84.712
JM1CW2CL4F0634479,XJ,Jaguar,2011,Maroon,2021-02-05 08:08:39,
WA1LMBFE4DD720443,S-Class,Mercedes-Benz,2003,Pink,2021-09-04 03:52:30,
3VWF17AT9FM610913,Highlander,Toyota,2001,Aquamarine,2021-12-09 02:57:32,13.445
3G5DB03E95S124343,Sable,Mercury,2009,Khaki,2021-09-14 08:42:56,4.728
1G4HR57Y07U915172,Miata MX-5,Mazda,2007,Yellow,2021-10-12 11:21:26,
JM1DE1KY3D0606927,Panamera,Porsche,2010,Teal,2021-03-28 15:35:31,
3D7TT2CT0AG015140,MX-5,Mazda,2002,Blue,2021-01-20 08:04:20,40.044
JM3ER2A51C0521225,Traverse,Chevrolet,2010,Purple,2021-02-12 20:30:53,
1B3CB5HA7AD687359,Boxster,Porsche,,,2021-11-25 22:30:54,46.483
KNAFK4A60E5886391,Swift,Suzuki,2005,Purple,2021-08-09 16:28:28,50.515
WAUAF78E48A935181,GTO,Pontiac,2005,Red,2021-07-06 13:22:50,
WA1BV74LX7D413631,Durango,Dodge,2012,Khaki,2021-06-12 16:27:04,23.993
5TDBK3EH8BS911504,F150,Ford,2010,Turquoise,2021-11-14 02:52:14,
2FMDK4GC2AB676039,760,BMW,2006,Blue,2021-05-06 07:29:09,95.485
5N1AT2MK8EC164732,4Runner,Toyota,2008,Puce,2021-11-26 00:19:22,79.963
WBA3A5C54DJ397028,G,Infiniti,1995,Blue,2021-02-17 21:40:54,31.091
1GYS3FEJ9BR380033,Express 2500,Chevrolet,2012,Orange,2021-09-25 05:50:29,
WAUEH98E77A849238,Cavalier,Chevrolet,2001,Pink,2021-09-26 11:41:37,56.423
1FTEW1CM6EF043719,R8,Audi,2010,Violet,2021-07-22 14:07:23,24.491
1G4HK5E98AU928257,GS,Lexus,2002,Violet,2021-06-24 22:38:07,98.435
5FRYD3H67EB782841,Town & Country,Chrysler,2000,Yellow,2021-07-11 07:22:50,28.302
WBA3C1C58CA661465,LS,Lexus,2011,Indigo,2021-09-27 07:07:10,68.629
WBAKF5C5XBE156626,FX,Infiniti,2004,Pink,2021-07-06 22:02:10,18.155
1FTNF2B57AE839623,New Beetle,Volkswagen,2006,Violet,2021-05-09 02:51:10,53.001
1D4PT5GK1AW285626,Sentra,Nissan,1992,Puce,2021-09-14 11:48:29,
1B3CB9HA9AD418934,Cordia,Mitsubishi,1985,Aquamarine,2021-03-25 13:45:59,49.845
2C4RDGDGXFR166083,Sierra 1500,GMC,2008,Goldenrod,2021-12-30 09:56:45,
WAULD64B14N459396,New Beetle,Volkswagen,2010,Turquoise,2021-06-19 07:17:03,56.325
JTDKDTB39D1801645,Altima,Nissan,2005,Maroon,2021-09-19 04:21:26,
4A4JM2ASXAE480324,Prelude,Honda,,,2021-08-18 05:36:19,6.052
1C4RDHAG1CC732341,Quest,Nissan,1996,Purple,2021-02-05 19:25:39,28.841
5TDBW5G13FS994006,Charger,Dodge,2011,Orange,2021-07-03 21:24:07,53.757
2G4GV5GV3D9257787,Rodeo,Isuzu,2000,Khaki,2021-05-08 02:37:17,87.678
WBABD53494P447218,Montana,Pontiac,,,2021-08-08 01:39:49,
JA32U1FU7DU315680,NSX,Acura,2002,Teal,2021-12-16 09:05:48,42.814
WBAYM9C52DD150948,SC,Lexus,2000,Violet,2021-07-29 00:35:31,37.54
WAUFGAFB2BN034495,Malibu,Chevrolet,2009,Pink,2021-01-03 13:19:56,12.193
5GAKVBED9CJ020586,Jetta,Volkswagen,2008,Goldenrod,2021-12-28 09:16:10,66.985
WAUDFAFL6DA840112,Thunderbird,Ford,,,2021-12-23 14:48:20,
WAUEH78E88A976702,Explorer Sport Trac,Ford,2006,Purple,2021-01-13 02:26:58,
SAJWA2GZ7E8712961,Altima,Nissan,2005,Pink,2021-10-03 23:23:22,66.133
WAUTFAFH2DN300790,Camry,Toyota,,,2021-09-25 03:41:51,34.731
WAUAF48H98K193170,5 Series,BMW,2006,Green,2021-06-27 23:10:53,72.045
YV4940BZ5E1045943,Rabbit,Volkswagen,2006,Indigo,2021-02-24 10:30:48,75.313
1FMJK1FT3FE056802,SRX,Cadillac,,,2021-06-23 22:07:33,90.575
5N1AA0NC2CN638113,Hombre Space,Isuzu,1999,Maroon,2021-04-22 05:26:24,
WAUEH78EX8A051239,Jimmy,GMC,1992,Khaki,2021-12-25 19:36:09,
WAUCFAFR9BA622596,G35,Infiniti,2004,Maroon,2021-04-28 01:21:24,23.096
WBA3D5C57EF193481,Neon,Plymouth,1996,Maroon,2021-04-11 17:11:59,
WAUKF68E15A141684,Altima,Nissan,1996,Aquamarine,2021-09-25 16:13:35,16.242
5XYZT3LB7FG290902,S4,Audi,2000,Red,2021-01-26 02:30:20,
JN1AZ4EH3BM809622,Ram 50,Dodge,1993,Green,2021-04-25 05:11:04,71.781
1C4SDJCT9DC231332,RX-8,Mazda,2006,Crimson,2021-05-08 01:00:11,
WBSDE93441B004850,SLK-Class,Mercedes-Benz,2000,Aquamarine,2021-08-12 12:09:18,72.445
WAU4FBFL5BA609964,GT500,Ford,2009,Mauv,2021-03-17 08:58:12,68.311
WUAPV54B83N520093,Protege,Mazda,2002,Orange,2021-06-22 14:44:00,86.288
WDDHF0EB4FB457778,Sierra 2500HD,GMC,2006,Pink,2021-08-09 00:04:35,64.843
1GYS3KEF1ER901481,S40,Volvo,2000,Pink,2021-06-23 17:33:50,
1G4CW54K714436564,Compass,Jeep,,,2021-09-25 12:30:03,
1FTEX1CMXCF203031,Accord,Honda,1999,Yellow,2021-01-13 00:04:05,10.929
WBA3N5C57EK988258,E350,Ford,2007,Indigo,2021-01-08 15:38:34,32.128
1G4PS5SK5D4560899,Yukon,GMC,1997,Orange,2021-11-21 15:25:31,
1FTSW3B54AE165522,228,Maserati,1990,Turquoise,2021-05-28 18:56:40,
JN1BJ0HR5DM941034,Exige,Lotus,2005,Yellow,2021-04-11 00:52:34,46.424
SCBZK25EX1C304702,Passat,Volkswagen,1991,Violet,2021-04-17 05:55:28,
3C3CFFER4FT680202,Rendezvous,Buick,2003,Yellow,2021-03-20 09:16:32,76.291
2G4GS5EC7B9710283,B-Series,Mazda,2002,Yellow,2021-04-15 22:44:43,66.053
1G4HD57218U154129,Wrangler,Jeep,2004,Green,2021-04-28 16:08:26,91.603
WAUHF98P36A383570,MKT,Lincoln,2013,Orange,2021-11-17 03:31:48,16.419
WBALW3C58CC920463,IS-F,Lexus,2011,Violet,2021-09-26 10:14:05,
WAUFGBFB3BN471668,MDX,Acura,2009,Teal,2021-03-21 12:05:32,44.257
JN8AE2KP0F9881528,GTO,Pontiac,1966,Yellow,2021-10-02 06:48:02,73.978
1N4AL2AP2CC712778,Rodeo,Isuzu,2002,Puce,2021-04-10 03:36:34,59.477
SALVN2BG9DH191799,Ram 3500,Dodge,1996,Teal,2021-12-14 05:50:32,
WBA3R5C54FK094708,Corvette,Chevrolet,1957,Indigo,2021-08-03 10:16:18,65.065
WBAPH73559A726688,Camaro,Chevrolet,1994,Fuscia,2021-04-01 09:47:51,65.076
5TFBY5F12CX875011,New Beetle,Volkswagen,1998,Green,2021-11-24 14:19:44,75.99
1G6AE5SXXF0107727,Boxster,Porsche,,,2021-11-02 12:35:53,
1G6DL67A390626040,Carens,Kia,,,2021-05-11 14:12:42,
2G4WE537951591096,Rally Wagon G3500,GMC,1996,Fuscia,2021-07-02 14:29:10,98.054
WVWAP7AN8EE715668,QX56,Infiniti,2008,Red,2021-09-25 13:02:04,10.485
WP1AB2A24FL516830,Century,Buick,1984,Khaki,2021-07-08 18:23:52,86.746
4T1BF1FKXEU298719,Montego,Mercury,2006,Pink,2021-08-14 06:00:21,5.574
5UXFG43559L873760,Wrangler,Jeep,2010,Yellow,2021-07-03 15:43:18,27.306
JH4DC54883C240114,Electra,Buick,1989,Khaki,2021-05-29 15:41:02,
1FMJK1FT0FE449088,Regal,Buick,2003,Goldenrod,2021-05-10 08:27:50,35.433
WBADX7C55BE003735,Grand Marquis,Mercury,1994,Green,2021-02-15 14:21:45,3.641
1FTKR1AD1BP734711,LS,Lexus,2005,Purple,2021-05-25 13:56:16,
WAU4FBFL4CA845894,Taurus,Ford,1989,Mauv,2021-10-26 05:24:36,64.219
SCFAB02A76G046236,Grand Caravan,Dodge,,,2021-08-01 03:56:04,76.471
WBAGL83505D024467,MX-5,Mazda,1994,Yellow,2021-04-03 10:18:27,5.557
3N1CE2CP1FL785078,Aveo,Chevrolet,,,2021-09-01 19:22:52,
WBA3R1C57FF766164,Yukon,GMC,2010,Yellow,2021-01-20 19:05:57,
3FA6P0LU7ER913839,Dakota,Dodge,1997,Green,2021-09-10 06:20:27,57.192
3HGGK5G51FM316702,Excel,Hyundai,1992,Pink,2021-12-24 10:18:09,
JH4DC54832C838285,Caprice,Chevrolet,1996,Purple,2021-01-21 00:33:15,47.285
WA1MKAFP6AA996352,Escort,Ford,2004,Goldenrod,2021-06-22 17:39:38,41.181
JTHBE1BL3F1809808,Previa,Toyota,,,2021-12-31 06:13:17,68.739
JTEBU5JR1E5254037,Avalanche 1500,Chevrolet,2006,Pink,2021-06-30 08:51:56,46.743
1G4HP54K92U465035,Sonoma,GMC,2002,Puce,2021-12-09 13:56:00,35.769
KMHFC4DF6AA553878,RL,Acura,2008,Violet,2021-02-05 15:00:14,34.853
3GTXCYEJXAG299872,XLR,Cadillac,2008,Purple,2021-03-12 05:20:50,57.472
5N1AN0NW0EN656952,Sable,Mercury,,,2021-05-15 21:23:05,32.248
1GYUKJEF7AR504213,MKZ,Lincoln,2012,Violet,2021-08-24 00:19:45,60.397
WAUAF48H87K551549,E-Class,Mercedes-Benz,2010,Goldenrod,2021-12-12 00:09:01,
WAU4FAFL3CA935631,F430,Ferrari,2007,Aquamarine,2021-09-29 07:04:56,
3C3CFFJH5ET053486,Endeavor,Mitsubishi,2004,Puce,2021-05-08 11:50:13,72.644
5GAKRAKD7EJ505010,Expedition,Ford,2007,Indigo,2021-07-15 23:50:48,76.769
1GYEE23A490043142,Savana Cargo Van,GMC,,,2021-12-01 18:05:32,
WBA3B3C53DJ685771,Grand Marquis,Mercury,2006,Violet,2021-04-05 07:23:34,
1D4PU6GX8BW552499,HHR,Chevrolet,2006,Indigo,2021-10-12 12:29:05,49.79
1GKKRNED7DJ982816,Starion,Mitsubishi,1986,Purple,2021-07-04 07:34:15,76.596
3C63DPGL0CG487296,Festiva,Ford,1993,Aquamarine,2021-09-08 15:18:32,83.256
1G6AC5S32F0167567,Silverado,Chevrolet,2003,Blue,2021-02-27 10:04:57,19.705
1FBNE3BL7DD686067,Continental Mark VII,Lincoln,1991,Fuscia,2021-04-09 22:28:15,66.648
JH4CU2F69BC487904,Jetta,Volkswagen,1999,Goldenrod,2021-07-16 14:59:51,14.101
1G6ET12941B170773,Focus,Ford,2005,Violet,2021-07-28 02:17:13,76.542
WBAYF8C51ED444122,Impreza WRX,Subaru,2011,Pink,2021-10-18 12:21:55,
SALAC2D4XBA469235,Bronco,Ford,1987,Crimson,2021-12-13 05:57:23,71.725
2G4WE537551657904,Sunbird,Pontiac,1994,Maroon,2021-11-24 01:11:39,52.448
5UXFG8C51AL659974,SX4,Suzuki,2012,Goldenrod,2021-06-29 18:14:30,52.549
1GYS3BKJ0FR045827,Colt,Plymouth,1993,Teal,2021-01-30 09:43:35,37.27
WAUDV94F59N732773,Outlander Sport,Mitsubishi,2012,Purple,2021-05-30 19:21:20,5.689
1GYUCEEJ6AR899736,Cayenne,Porsche,2005,Green,2021-05-27 05:14:03,
1NXBE4EEXAZ209807,RX Hybrid,Lexus,2007,Blue,2021-03-03 07:53:23,83.001
1GKMCCE39AR950128,MDX,Acura,2007,Crimson,2021-11-17 03:16:54,84.313
2C4RDGCG7FR419815,Golf,Volkswagen,2006,Pink,2021-09-21 21:49:57,
WAUEKAFB6AN911546,IS,Lexus,,,2021-06-04 07:49:10,58.065
1FTSW3B53AE288311,Express,Chevrolet,2012,Mauv,2021-12-01 21:33:53,71.173
WAUVT68E65A277525,SX4,Suzuki,,,2021-05-06 01:38:11,
2T1BPRHEXEC516310,MPV,Mazda,2001,Orange,2021-08-27 06:34:26,
KNAFU5A20D5517459,Skylark,Buick,1996,Indigo,2021-11-20 16:05:56,54.165
KMHHT6KD1CU753932,E150,Ford,,,2021-10-12 18:07:58,93.283
1N4AA5AP9BC507514,Vantage,Aston Martin,2010,Aquamarine,2021-09-10 14:52:57,
WA1UFBFL2DA852504,RL,Acura,2007,Aquamarine,2021-05-26 10:27:44,88.839
3N1CN7AP1DL156580,Continental GT,Bentley,2008,Fuscia,2021-11-08 05:47:30,20.758
5TDDK3DC1DS203144,Century,Buick,1993,Blue,2021-12-05 07:38:16,
WAU4FBFL7AA007016,Tribute,Mazda,2008,Teal,2021-01-13 15:00:08,
KNAFT4A20A5726774,Impreza,Subaru,2002,Khaki,2021-04-19 05:35:54,47.829
KMHTC6AD0DU475649,Tacoma Xtra,Toyota,2004,Fuscia,2021-06-08 21:41:03,51.922
1GKS1EEF4BR702518,Eurovan,Volkswagen,1999,Goldenrod,2021-10-12 18:15:11,52.928
WA1YD64B74N984563,R-Class,Mercedes-Benz,2011,Turquoise,2021-03-05 04:04:48,4.485
WAUAH74F47N027393,DeVille,Cadillac,1995,Fuscia,2021-10-30 15:18:10,98.22
5UXWX9C55E0001345,LS,Lexus,2002,Violet,2021-07-29 08:31:25,61.701
1G6AZ5S37E0567184,LaCrosse,Buick,2007,Maroon,2021-06-24 21:34:24,
3N1CE2CP7FL879272,Corolla,Toyota,2004,Pink,2021-04-16 00:00:31,60.653
3D73M3CL9BG197960,900,Saab,1987,Crimson,2021-10-28 23:18:05,64.576
2G4WS52J031145373,V12 Vantage,Aston Martin,2012,Goldenrod,2021-05-14 23:39:24,15.022
3C3CFFERXCT669412,Park Avenue,Buick,,,2021-05-10 18:05:08,
1G4HB5EM5AU300371,Excursion,Ford,2000,Red,2021-04-25 13:14:58,3.34
1J4RR4GG8BC505030,Ranger,Ford,1999,Purple,2021-10-15 15:26:28,
1GYS3PKJ3FR586979,Crown Victoria,Ford,2001,Violet,2021-07-02 00:58:27,
2C3CCACG7CH815500,Savana 3500,GMC,2001,Turquoise,2021-01-08 20:37:36,33.039
1N6AA0CJ2DN981525,Malibu,Chevrolet,2012,Puce,2021-03-12 20:31:34,95.658
1G6DF577880209310,Prizm,Chevrolet,2000,Teal,2021-04-13 09:26:57,75.084
5TDBW5G10ES569342,XK,Jaguar,2009,Khaki,2021-05-28 07:35:19,4.789
WA1CFAFP7FA530985,Exige,Lotus,2004,Orange,2021-12-29 18:45:34,
WBALW7C54CD670060,Mirage,Mitsubishi,1995,Green,2021-05-02 08:20:45,14.938
5GALVBED9AJ676109,E-Series,Ford,2006,Yellow,2021-08-17 00:21:08,33.731
WAUSF78E67A329495,Grand Am,Pontiac,1997,Orange,2021-07-08 15:52:07,96.426
3N1BC1AP9AL908620,Z4,BMW,2012,Crimson,2021-10-05 08:46:47,92.709
3GTXKYEJ9AG280250,Accord,Honda,2000,Purple,2021-05-10 22:33:23,40.083
JTDZN3EUXFJ457276,RDX,Acura,2010,Yellow,2021-07-14 20:29:40,18.404
2HNYD28577H115181,S4,Audi,2013,Goldenrod,2021-02-21 15:09:49,90.718
1G6DC8EY2B0088321,Electra,Buick,1984,Red,2021-12-06 06:18:03,78.935
2C4RDGDG5FR148235,Corvette,Chevrolet,1987,Aquamarine,2021-11-01 20:01:09,17.639
JTDKDTB39C1901159,DBS,Aston Martin,2012,Crimson,2021-01-05 18:50:56,66.14
WA1YD54B73N781424,Silverado,Chevrolet,2006,Indigo,2021-02-13 12:27:43,90.213
WAUFFAFL2EN900681,3 Series,BMW,1998,Red,2021-07-30 05:00:24,59.808
JTDBT4K32CL210150,LeMans,Pontiac,1966,Maroon,2021-06-05 03:14:41,19.206
5J8TB18598A692442,Navigator,Lincoln,2000,Puce,2021-05-15 22:07:42,
5GAER13708J579069,LeSabre,Buick,,,2021-11-03 04:41:08,
WBA3A9C57CF228551,Malibu,Chevrolet,2004,Yellow,2021-11-23 18:53:25,37.579
KNADM4A39C6239244,XLR,Cadillac,2004,Puce,2021-07-26 09:37:04,
1G6DH8EY7B0477070,Avenger,Dodge,2000,Yellow,2021-12-06 01:21:24,
3VW1K7AJ9DM434450,Precis,Mitsubishi,1994,Pink,2021-01-27 03:49:19,91.998
WBA3A5G55EN137807,GTI,Volkswagen,2001,Teal,2021-12-24 21:47:10,30.239
JN1BY1AR9EM558498,Savana,GMC,2008,Khaki,2021-11-12 02:00:23,
2FMDK3GC6AB253006,EX,Infiniti,,,2021-08-08 22:03:13,11.258
WAUDL54F95N264152,DB9,Aston Martin,2006,Turquoise,2021-10-25 15:39:49,64.639
JN1AZ4EH9FM626635,Grand Prix,Pontiac,,,2021-05-14 18:46:00,63.808
WA1YD54B92N895133,DB9,Aston Martin,2011,Aquamarine,2021-12-15 01:36:58,1.793
1GYS4BKJ9FR620732,Viper,Dodge,2004,Orange,2021-06-23 18:24:53,42.445
SCBLE47K28C772574,G35,Infiniti,2003,Crimson,2021-06-03 19:39:02,97.668
1FBNE3BL0BD546651,Sentra,Nissan,2008,Red,2021-10-17 09:40:31,22.796
2HNYD18801H091835,XG300,Hyundai,2001,Blue,2021-06-28 00:38:19,43.309
2B3CL5CT0BH836771,S5,Audi,2012,Goldenrod,2021-10-14 06:37:24,49.111
WBADS33443G742521,Blazer,Chevrolet,,,2021-01-22 20:12:27,1.615
WBAUN1C5XDV959850,545,BMW,2004,Crimson,2021-06-16 10:42:11,99.085
2HNYD18663H634929,Tribute,Mazda,2004,Blue,2021-08-26 12:31:41,73.297
WP0CB2A84FS405721,Sebring,Chrysler,,,2021-01-03 01:23:12,30.767
WAUUL98EX7A164399,DBS,Aston Martin,2010,Aquamarine,2021-06-13 19:23:18,78.967
3VW4S7AT6EM547420,G5,Pontiac,2009,Goldenrod,2021-12-16 16:37:59,
JTHBW1GG5F2448701,E350,Ford,2003,Orange,2021-01-24 15:37:40,
WAUKF78E87A674852,E-Series,Ford,2007,Goldenrod,2021-02-03 06:23:28,
5N1AZ2MG3FN535991,VUE,Saturn,2008,Puce,2021-01-27 11:32:04,58.69
1G6DK1E31C0804853,Crossfire,Chrysler,2006,Khaki,2021-06-09 00:17:29,19.677
WBADW3C54BE958229,Venture,Chevrolet,2003,Indigo,2021-09-18 00:49:14,
5UXZV4C52CL197746,TSX,Acura,2009,Turquoise,2021-03-25 15:46:42,
WAUBG78E86A340364,Cabriolet,Volkswagen,1989,Red,2021-06-27 18:33:25,
3MZBM1K79FM129225,Aurora,Oldsmobile,1998,Purple,2021-06-05 09:36:57,
KNADH5A36A6699713,MPV,Mazda,1992,Pink,2021-10-13 20:40:33,17.428
WAULT54B33N026691,Escort,Ford,2002,Blue,2021-12-27 00:03:26,71.892
1G6AL5SX2D0448302,Torrent,Pontiac,2008,Teal,2021-10-18 21:55:14,4.697
5N1AN0NU9EN675031,S-Series,Saturn,1999,Crimson,2021-01-22 19:13:14,13.493
1N6AA0CH7EN795669,Rio,Kia,2011,Crimson,2021-02-05 01:47:10,
WAUUL58E05A077567,DB9,Aston Martin,2009,Goldenrod,2021-11-07 02:21:25,28.356
3GYT4LEF7DG981441,Challenger,Dodge,2010,Fuscia,2021-02-25 23:58:44,
2G4WB55K531863912,Element,Honda,2003,Blue,2021-11-02 18:09:36,
19XFB4F23DE557289,Neon,Dodge,2001,Puce,2021-07-13 11:58:28,57.063
1HGCR2E75FA323968,X5,BMW,2001,Mauv,2021-09-12 13:49:16,
SCFBB03B37G834038,944,Porsche,1987,Red,2021-09-04 14:40:49,55.742
KNAGN4AD4F5986442,Quattroporte,Maserati,2005,Yellow,2021-12-13 01:27:35,4.073
1G4GE5ED8BF492362,Murano,Nissan,,,2021-04-29 14:46:31,30.179
5N1AR1NB1AC583717,G-Class,Mercedes-Benz,2005,Crimson,2021-03-04 00:37:22,
1GYUKKEF5AR799947,Cordia,Mitsubishi,1988,Teal,2021-07-23 03:56:35,
YV126MFKXF1454230,Club Wagon,Ford,1995,Maroon,2022-01-01 03:00:52,
1FTEW1CF1FF995224,Bravada,Oldsmobile,1992,Green,2021-10-14 12:12:34,12.653
WAUKH74F67N456734,C8 Double 12 S,Spyker,2006,Purple,2021-05-14 00:28:27,
WBAGN83474D588424,Jimmy,GMC,1997,Puce,2021-01-22 23:21:41,90.285
JH4DC53832C266894,RX-7,Mazda,1987,Puce,2021-02-12 15:11:31,
1FTEX1CM6BF563976,F250,Ford,2010,Puce,2021-12-27 21:40:24,93.963
1D7RE3GK6AS578276,Yukon,GMC,1999,Puce,2021-10-03 13:28:27,38.578
WBAGN63464D998877,600SEC,Mercedes-Benz,1993,Crimson,2021-06-27 16:37:04,74.947
5N1CR2MN9EC192413,Trans Sport,Pontiac,1990,Pink,2021-03-03 09:35:14,2.604
2HNYD28258H261148,Malibu,Chevrolet,2006,Yellow,2021-08-06 20:56:25,
SAJWA0FS9FP679493,Exige,Lotus,,,2021-12-26 14:25:11,46.241
KM8JT3AB3BU102963,C8 Laviolette,Spyker,2004,Green,2021-12-07 00:17:56,91.848
1FTWX3A56AE069195,Astro,Chevrolet,1994,Aquamarine,2021-12-20 21:56:53,93.829
2T1BURHEXEC223421,Range Rover Sport,Land Rover,2012,Yellow,2021-05-06 17:53:23,
SCBCR73W97C429628,Probe,Ford,1992,Purple,2021-10-18 07:40:39,19.535
5GAER13758J339547,EXP,Ford,1988,Fuscia,2021-05-07 11:19:13,28.943
WA1VMAFE2AD034772,E-Class,Mercedes-Benz,1986,Mauv,2021-05-25 05:39:48,
5FNRL5H28EB458797,LUV,Chevrolet,1979,Fuscia,2021-11-25 19:55:53,
SCBFT7ZA8FC266074,Jetta,Volkswagen,2000,Mauv,2021-02-22 14:48:32,28.942
1N6AA0CA3AN426837,Supra,Toyota,1996,Aquamarine,2021-03-16 18:41:02,55.214
WBAUT93559A970712,Cultus,Suzuki,,,2021-09-18 18:40:48,29.359
WAULD54B43N359799,Dakota Club,Dodge,,,2021-05-23 16:14:43,53.921
5YMGZ0C53AL999524,A4,Audi,1997,Blue,2021-10-27 02:55:20,
WAUKH74F18N676641,280ZX,Nissan,1979,Green,2021-11-02 00:41:27,22.954
3C3CFFAR2FT079277,Grand Voyager,Plymouth,1994,Green,2021-08-23 20:39:23,6.081
1FTWF3B5XAE276500,A3,Audi,2006,Blue,2021-11-10 14:22:03,
1C4SDJCT5CC888823,Mariner,Mercury,2005,Mauv,2021-09-02 23:05:31,97.817
5GALVBEDXAJ848891,Maxima,Nissan,1992,Red,2021-05-21 09:37:28,
3GYFNAEY5AS324601,Boxster,Porsche,2004,Puce,2021-05-27 12:04:19,64.13
1G6YV36A295304097,RX,Lexus,,,2021-05-23 12:38:55,69.165
2C4RDGBG3DR419583,Fifth Ave,Chrysler,,,2021-09-25 04:10:00,26.046
